,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
1503,技术合伙人（可远程）,7.5,福州,,咸鱼天空,技术管理，微信小程序，前端,12,本科,经验不限,0,3,互联网,未融资,0-20人
1504,售前售后电脑硬件技术,4.5,长沙,五险一金，加班补助，全勤奖，年终奖，带薪年假，节日福利,恒昌高鸿信息,网络运维，机房运维，桌面运维，Windows，Linux,12,中专/中技,1年以内,6,5,计算机硬件,未融资,20-99人
1505,售前技术支持,16,北京,带薪年假，通讯补贴，五险一金，年终奖，交通补助，定期体检，餐补，节日福利,中通软,系统集成，其他类型SaaS/PaaS，智慧城市信息化项目,12,本科,5-10年,8,3,计算机服务,不需要融资,1000-9999人
1506,售前技术支持,10.5,深圳,生日福利，团建聚餐，意外险，免费健身房，节日福利，生日礼品，补充医疗保险，五险一金，免费工装，带薪年假，年终奖，员工旅游，羽毛球活动，零食下午茶,海为科技,技术沟通，产品咨询,13,本科,1年以内,14,2,仪器仪表/工业自动化,不需要融资,未知
1507,IT技术支持,12.5,杭州,,杭州亦联,化工，自动化，运维管理，软件实施,12,本科,3-5年,0,4,互联网,未知,0-20人
1508,fae现场技术支持工程师,13,深圳,生日福利，团建聚餐，年终奖，节日福利，零食下午茶，加班补助，带薪年假，有无线网，绩效奖金，五险一金,博瀚智能,软件实施经验，可适应出差,12,大专,3-5年,10,2,互联网,A轮,100-499人
1509,技术支持/技术维护,6.5,福州,,福州环广,系统运维,12,大专,1-3年,0,1,计算机服务,未知,0-20人
1510,售前技术支持储备,4.5,泉州,宿舍有空调，年终奖，有无线网，餐补，节日福利，通讯补贴，意外险，工龄奖，定期体检，住房补贴，五险一金，节假日加班费，生日福利，带薪年假，保底工资，补充医疗保险，全勤奖，包住，免费工装，加班补助,时刻智能,售前工程师，计算机软件，PPT，方案编写，沟通,13,大专,经验不限,20,5,电子/半导体/集成电路,未融资,100-499人
1511,高级技术合伙人,45,深圳,团建聚餐，零食下午茶，免费工装，保底工资，员工旅游，五险一金，节假日加班费，带薪年假，股票期权，补充医疗保险，绩效奖金，年终奖，意外险，企业年金,马喜科技,后端工程师，架构师，MySQL，Java，Spring，Java开发经验,12,本科,5-10年,14,6,O2O,未融资,20-99人
1512,售前技术支持,6,南宁,零食下午茶，合伙人分红，年终奖，加班补助，节日福利，全勤奖，补充医疗保险，五险,南宁易嘉用,计算机软件，IT服务，SaaS，管理系统,12,本科,3-5年,8,4,计算机软件,未融资,0-20人
1513,售前技术支持,5,锦州,五险一金，年终奖，带薪年假，员工旅游,徒河互联网,大学/大专生，全职工作，留学生，培训机构，有销售经验,12,大专,经验不限,4,5,互联网,不需要融资,20-99人
1514,售前技术支持,10.5,哈尔滨,五险一金，定期体检，带薪年假，节日福利,绛门科技,系统集成，智慧城市信息化项目，云服务，售前技术支持经验,12,本科,1-3年,4,4,计算机软件,已上市,500-999人
1515,技术服务工程师,6.5,武汉,免费班车，绩效奖金，定期体检，餐补，有无线网，高温补贴，年终奖，带薪年假，节假日加班费，员工旅游，法定节假日三薪，底薪加提成，生日福利，保底工资，加班补助，节日福利，意外险，工龄奖，补充医疗保险，五险一金,华烁科技,英语，实验室质量管理体系标准，化学检测，CNAS认证,12,本科,经验不限,20,4,化工,已上市,500-999人
1516,地信工程技术人员,7.5,石家庄,五险一金，加班补助，年终奖，餐补，节日福利,国源科技,CASS，ArcGIS，Oracle，SQL Server,12,本科,1-3年,5,4,计算机软件,已上市,1000-9999人
1517,实施顾问/技术支持,7.5,厦门,五险一金，年终奖,钉云科技,IT支持，数据仓库，售前管理,12,大专,1-3年,2,3,移动互联网,未融资,20-99人
1518,FAE技术支持工程师,8.5,北京,带薪年假，通讯补贴，餐补，节日福利，节假日加班费，五险一金，加班补助，绩效奖金，员工旅游，团建聚餐，年终奖，全勤奖，补充医疗保险，交通补助,北京高控,运动控制，伺服电机，调试,12,本科,1-3年,14,3,机械设备/机电/重工,未融资,20-99人
1519,项目技术负责人,12.5,重庆,,振拓建筑,中级工程师职称，二级建造师,12,本科,5-10年,0,2,工程施工,未知,0-20人
1520,IT技术支持,30,大连,,大连山上,计算机/网络系统工程师，计算机相关专业，系统建设/运维经验,12,大专,经验不限,0,3,咨询,未知,0-20人
1521,技术服务工程师（工业防腐涂料）,6.5,常州,带薪年假，底薪加提成，意外险，股票期权，夜班补助，员工旅游，工龄奖，五险一金，全勤奖，生日福利，法定节假日三薪，包吃，住房补贴，定期体检，节日福利，高温补贴，通讯补贴，年终奖，团建聚餐,君合科技股份,工业化学品，防腐涂料，技术支持,14,大专,1-3年,19,3,化工,B轮,100-499人
1522,多媒体技术负责人,12.5,深圳,年终奖，通讯补贴，定期体检，员工旅游，五险一金，带薪年假，节日福利，全勤奖,一路信息,音视频工程师，弱电智能化集成商，招投标,12,大专,5-10年,8,3,计算机服务,未融资,0-20人
1523,项目技术负责人,7.5,潍坊,,山东泰合消防科技,消防监控维护，负责驻场，消防技术服务机构,12,中专/中技,经验不限,0,3,其他行业,未知,0-20人
1524,技术服务工程师,9.5,南充,交通补助，五险一金，员工旅游，带薪年假，节日福利，年终奖，通讯补贴,凯泉泵业,机械工程师，机电工程师,12,本科,经验不限,7,2,机械设备/机电/重工,不需要融资,未知
1525,DR技术支持（CT）,10,北京,年终奖，五险一金，补充医疗保险，加班补助，通讯补贴，员工旅游，餐补，节日福利，带薪年假，交通补助,奥齿泰,CT，医用光学设备,12,大专,3-5年,10,2,医疗设备/器械,未融资,500-999人
1526,技术支持工程师（工业无人机行业）,7.5,深圳,工龄奖，零食下午茶，带薪年假，五险一金，股票期权，节日福利,科比特,无人机经验，智能化行业经验，可接受出差,12,大专,1-3年,6,3,智能硬件,D轮及以上,500-999人
1527,开发项目经理,16.5,深圳,包住，团建聚餐，高温补贴，通讯补贴，带薪年假，零食下午茶，生日福利，员工旅游，五险一金，工龄奖，节日福利，六险，意外险,深圳绿环再生资源开发,企业内部技术项目管理，计算机相关专业，管理相关专业,12,本科,3-5年,13,3,环保,不需要融资,100-499人
1528,媒介经理,18,上海,五险一金，零食下午茶，交通补助，定期体检，餐补，股票期权，补充医疗保险，员工旅游，节日福利，全勤奖，年终奖，带薪年假，带薪病假,MobTech,短信，外呼，营销,12,本科,3-5年,13,3,数据服务,B轮,100-499人
1529,项目经理,9,南昌,餐补，股票期权，年终奖，五险一金,南昌高达,企业内部技术项目管理，计算机相关专业，售前支持经验,13,大专,5-10年,4,3,计算机服务,未融资,0-20人
1530,市场经理,6,德州,团建聚餐，五险一金,华策检测,客户开发,12,高中,经验不限,2,1,检测/认证,未知,0-20人
1531,终端经理,10,安阳,,和明制药,区域经理，OTC代表，医药代表，县总，终端经理,12,大专,1-3年,0,5,制药,不需要融资,20-99人
1532,产品经理,21.5,杭州,通讯补贴，年终奖，员工旅游，定期体检，交通补助，零食下午茶，带薪年假，餐补，五险一金，节日福利，补充医疗保险,安恒信息,产品迭代，B端产品，区块链，SAAS产品，中台/后台产品,12,本科,5-10年,11,5,信息安全,已上市,1000-9999人
1533,产品经理,6.5,淮南,定期体检，年终奖，五险一金，免费班车,万泰电子,用户产品，初级产品经理，电气工程,12,本科,3-5年,4,3,企业服务,A轮,500-999人
1534,项目经理,20,广州,五险一金，免费工装，通讯补贴，带薪年假，团建聚餐，绩效奖金，节日福利，年终奖，意外险，工龄奖，底薪加提成，股票期权，餐补，免费班车，宿舍有空调，加班补助，定期体检，保底工资，补充医疗保险，生日福利,晶维天腾,项目经理，项目管理，需求分析,12,本科,5-10年,20,3,电子/半导体/集成电路,未融资,20-99人
1535,项目经理,6,兰州,五险一金，节日福利，员工旅游，加班补助，定期体检，带薪年假，全勤奖，年终奖,兰州点石网络,系统集成工程师，产品验收，工程管理,12,大专,1-3年,8,3,计算机服务,未融资,0-20人
1536,项目经理,27.5,杭州,股票期权，补充医疗保险，住房补贴，带薪年假，通讯补贴，节日福利，定期体检，丰富午餐晚餐，交通补助，年终奖，五险一金,光科芯图,PMP,14,硕士,3-5年,11,1,电子/半导体/集成电路,天使轮,20-99人
1537,产品经理,20,广州,有无线网，团建聚餐，通讯补贴，保底工资，加班补助，绩效奖金，意外险，零食下午茶,元年科技,Axure，产品规划，需求分析，数据产品，财务产品，墨刀,12,本科,5-10年,8,6,计算机软件,D轮及以上,1000-9999人
1538,产品经理,14.5,广州,带薪年假，五险一金,超级课程表,C端产品，用户研究，墨刀，市场调研，Axure，产品运营,12,本科,1-3年,2,6,移动互联网,B轮,100-499人
1539,项目经理,17.5,北京,补充医疗保险，定期体检，五险一金，带薪年假，餐补，通讯补贴，交通补助，年终奖，股票期权，节日福利,美亚宏信,网络安全，IT项目管理，需求分析工程师,12,本科,5-10年,10,3,计算机软件,未融资,20-99人
1540,项目经理,12.5,苏州,,新中环,企业内部技术项目管理,12,大专,1-3年,0,1,建筑设计,未知,20-99人
1541,产品经理,13.5,乌鲁木齐,节日福利，节假日加班费，团建聚餐，带薪年假，定期体检，加班补助，工龄奖，生日福利，五险一金，年终奖，零食下午茶,数智兴疆,高级产品经理，移动端产品，中台/后台产品,12,大专,5-10年,11,3,计算机软件,未知,20-99人
1542,项目经理,10,武汉,员工旅游，餐补，股票期权，带薪年假，五险一金，年终奖,IOTOS,需求分析工程师，售前支持，需求采集，需求分析评估,13,大专,1-3年,6,4,互联网,天使轮,20-99人
1543,销售经理,5.5,广州,餐补，五险一金,广东云电科技有限公司,企业（To B），面销/陌拜经验，房地产销售经验,12,大专,经验不限,2,3,电力/热力/燃气/水利,未融资,20-99人
1544,产品经理,18,苏州,年终奖，节日福利，团建聚餐，生日福利，五险一金，股票期权，带薪年假，绩效奖金，员工旅游，定期体检，保底工资,珀罗汀,B端产品，产品经理,12,硕士,经验不限,11,2,制药,未知,20-99人
1545,项目经理,15,广州,住房补贴，节日福利，全勤奖，交通补助，员工旅游，餐补，夜班补助，绩效奖金，五险一金，带薪年假，通讯补贴，加班补助，年终奖,概点科技,项目管理，需求分析，敏捷,12,大专,3-5年,13,3,移动互联网,未融资,20-99人
1546,产品经理,23.5,北京,节日福利，年终奖，交通补助，补充医疗保险，免费班车，零食下午茶，住房补贴，定期体检，员工旅游，五险一金，带薪年假，通讯补贴，餐补，娱乐健身，加班补助,百度,C端产品，策略产品，商业产品,16,本科,1-3年,15,3,互联网,已上市,10000人以上
1547,财务经理,10,上海,节日福利，生日福利，年终奖，团建聚餐，有无线网，五险一金,上海益驰实业限公司,财务综合管理，资金管理，财务分析，财务信息化经验,12,本科,3-5年,6,4,服装/纺织/皮革,未知,100-499人
1548,商务经理,12.5,无锡,底薪加提成，保底工资，生日福利，团建聚餐,鼎石室内设计,无学历要求，销售/大客户销售，To B销售经验，资源整合能力,12,大专,1年以内,4,4,装修装饰,未知,20-99人
1549,客户经理,6,无锡,节日福利，补充医疗保险，全勤奖，加班补助，定期体检，年终奖，五险一金，零食下午茶,积木时代,p2p产品，信用产品，投资,12,大专,经验不限,8,3,其他服务业,不需要融资,10000人以上
1550,运营经理,10.5,郑州,团建聚餐，股票期权，定期体检，保底工资，带薪年假，补充医疗保险，员工旅游，年终奖，全勤奖，通讯补贴，父母陪护假，生日福利，餐补，零食下午茶，加班补助，绩效奖金，节日福利,夺冠互动,商家运营，线下运营，线下活动运营，BD,12,大专,经验不限,17,4,移动互联网,未融资,500-999人
