岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
项目经理/主管,30-60K,3-5年 本科,连云港·海州区·苍梧路,,连云港亚速科技服务,翻译100-499人,['全职口译笔译TEM-8CATTI二级翻译']
软件项目经理,8-9K,5-10年 本科,张家口·桥东区·帝达购物广场,带薪年假，定期体检，五险一金,英迈琪,计算机软件未融资20-99人,['计算机相关专业中大型软件项目管理经验']
产品项目经理,8-13K,3-5年 本科,广州·天河区·岗顶,通讯补贴，节日福利，带薪年假，定期体检，股票期权，员工旅游，五险一金,大湾区中心,其他行业B轮20-99人,['产品设计项目管理Axure信息化']
IDC产品经理,20-35K,5-10年 本科,北京·海淀区·公主坟,,科华数据,互联网100-499人,['B端产品数据中心网络配置']
生产部经理,8-13K·13薪,3-5年 本科,厦门·海沧区·东孚,五险一金，年终奖,晶华视康,医疗设备/器械天使轮0-20人,['生物工程三类医疗器械医疗器械生产质量管理规范']
文旅拓展经理,10-15K,1-3年 本科,杭州·余杭区·西溪,住房补贴，定期体检，节日福利，交通补助，底薪加提成，年终奖，绩效奖金，生日福利，餐补，团建聚餐,大丰文化,文化/体育/娱乐已上市100-499人,['文旅型市场调查运营测算市场拓展']
风控产品经理,20-35K·14薪,3-5年 本科,北京·朝阳区·呼家楼,年终奖，员工旅游，团建聚餐，带薪年假，定期体检，意外险，生日福利，加班补助，节日福利，补充医疗保险，有无线网，五险一金,天创信用,互联网B轮100-499人,['策略产品数据产品高级产品经理建模经验']
维保项目经理,8-13K·13薪,5-10年 大专,钦州·钦南区·钦州港,五险一金，补充医疗保险，高温补贴，零食下午茶，加班补助，餐补，定期体检，通讯补贴，法定节假日三薪，住房补贴，带薪年假，年终奖，节日福利，免费班车，包吃，交通补助，股票期权，团建聚餐，生日福利，员工旅游,浙江中控,计算机软件已上市1000-9999人,['DCS仪表特种作业证ECS-700']
南飞防火招聘质量管理/测试,6-8K·13薪,1-3年 大专,邢台·沙河市·沙河,交通补助，年终奖，带薪年假，加班补助，保险，定期体检，员工旅游,南飞防火,建材未融资500-999人,['全面质量管理TQMQC七大手法精益生产']
海外项目经理,15-20K,5-10年 本科,苏州,全勤奖，五险一金，包吃，带薪年假，年终奖，餐补,博宸睿智能科技,仪器仪表/工业自动化20-99人,['光伏运维管理硬件实施技术管理工程管理软件实施']
数据项目经理,16-23K·13薪,5-10年 本科,广州·天河区·东湖,交通补助，五险一金，零食下午茶，年终奖，员工旅游，加班补助，带薪年假,鸿域,音乐/视频/阅读不需要融资20-99人,['计算机相关专业大数据项目管理经验']
洺霖商贸招聘供应链专员,150-200元/天,5天/周 大专,天津·西青区·李七庄,五险一金,洺霖商贸,其他服务业未融资20-99人,['周末双休月薪3000']
方案营销经理,10-15K,3-5年 本科,南通,团建聚餐，生日福利，年终奖，包住，员工旅游，节日福利，餐补，包吃，全勤奖，股票期权，五险一金，高温补贴，绩效奖金，通讯补贴，带薪年假,泽宇智能,通信/网络设备已上市500-999人,['计算机/通信相关专业售前技术支持经验']
解决方案经理,18-28K,5-10年 硕士,北京·海淀区·中关村,节日福利，餐补，股票期权，五险一金，交通补助，带薪年假，补充医疗保险，年终奖,智慧互通,电子/半导体/集成电路D轮及以上,['系统集成智慧城市信息化项目计算机/通信相关专业']
市场推广经理,10-11K,经验不限 中专/中技,安阳·文峰区·黄河南路,,泽坤信息咨询中心,信托100-499人,['销售岗全职兼职均可客户开发商务谈判能力商户合作']
商务副经理,15-18K,5-10年 本科,深圳·光明区·光明,节日福利，带薪年假，年终奖，定期体检，包吃，五险一金,中机城建,工程施工未融资500-999人,['高层建筑公共建筑']
硬件产品经理,15-30K·13薪,5-10年 本科,深圳·宝安区·福永,团建聚餐，补充医疗保险，员工旅游，高温补贴，交通补助，零食下午茶，带薪年假，意外险，五险一金，免费工装,客如云,计算机软件不需要融资1000-9999人,['高级产品经理智能硬件产品经理']
运维项目经理,18-22K,3-5年 本科,北京·延庆区·延庆城区,,聚鑫,珠宝/首饰100-499人,['系统运维']
人事行政经理,4-6K,1-3年 大专,黄石·下陆区·团城山开发区,全勤奖，五险一金，节日福利，带薪年假，年终奖,黄石人人教育,培训机构未融资20-99人,['招聘配置培训开发绩效管理薪酬福利人力资源规划']
工程项目经理,10-15K,5-10年 本科,兰州·城关区·张掖路,五险一金，住房补贴，年终奖，员工旅游，包吃，通讯补贴，节日福利，全勤奖,兰建,工程施工未融资20-99人,['二级建造师二级注册建筑师高层建筑装配式建筑']
软件产品经理,3-4K,1-3年 本科,烟台·芝罘区·幸福商圈,定期体检，五险一金，加班补助，带薪年假，员工宿舍，餐补，员工旅游，全勤奖，节日福利，年终奖,港通深度科技,计算机软件不需要融资20-99人,['产品设计需求分析产品运营功能产品产品经理']
项目经理/主管,7-10K,1-3年 本科,青岛·黄岛区·胶南,,讯联科,通信/网络设备20-99人,['企业内部技术项目管理计算机相关专业']
项目经理助理,6-10K,经验不限 学历不限,南京·秦淮区·瑞金路,五险一金，定期体检，年终奖，带薪年假，员工旅游，节日福利,鼎尚科技,智能硬件未融资0-20人,['住宅地产二级建造师一级建造师智能建筑']
助理产品经理,10-20K,1年以内 本科,北京·朝阳区·小营,,小鱼在家,智能硬件C轮100-499人,['交互设计用户研究产品助理']
米兰·臻选招聘咖啡师,8-12K,10年以上 大专,成都·武侯区·航空路,加班补助，全勤奖，带薪年假，补充医疗保险，包吃，社保，员工旅游，年终奖，节日福利,米兰·臻选,餐饮不需要融资100-499人,['饮品研发成本把控潮流饮品']
视觉设计经理,8-12K·13薪,5-10年 大专,宁波·江北区·老外滩,年终奖，零食下午茶，餐补，带薪年假，团建聚餐，股票期权，交通补助，五险一金，夜班补助，节日福利，生日福利,趣睡科技,互联网已上市100-499人,['平面设计']
投资开发经理,5-10K,经验不限 学历不限,漳州,,漳州国氢电力,新能源0-20人,['新能源光伏']
研发项目经理,12-20K,3-5年 本科,株洲,员工旅游，加班补助，五险一金，定期体检，餐补，节日福利，带薪年假,维通利,机械设备/机电/重工未融资100-499人,['企业内部技术项目管理']
机电项目经理,11-15K,5-10年 大专,宜宾,,银典物业服务,物业服务100-499人,['企业内部技术项目管理团队管理经验']
装修项目经理,6-10K,3-5年 大专,南京·建邺区·奥体,餐补，交通补助，五险一金，生日福利，团建聚餐，零食下午茶，节日福利，绩效奖金，保底工资，高温补贴，有无线网,江苏中泓建筑设计工程,装修装饰未融资20-99人,['内装别墅豪宅商用建筑连锁店面二级建造师']
工程项目经理,18-35K,5-10年 本科,深圳·南山区·科技园,,德旦实业,房地产开发0-20人,['建筑施工现场管理报批报建旧改项目投资拓展']
解决方案经理,12-22K·15薪,3-5年 本科,合肥·蜀山区·高新区,年终奖，交通补助，餐补，五险一金，零食下午茶，节日福利，加班补助，定期体检，带薪年假，通讯补贴，员工旅游,容知日新,智能硬件已上市500-999人,['售前支持技术交流方案撰写']
装修项目经理,8-13K,5-10年 大专,潍坊,交通补助，通讯补贴，年终奖，餐补，节日福利，带薪年假，加班补助，五险一金，员工旅游,雅度,工程施工未融资20-99人,['二级建造师住宅地产']
渗透测试经理,25-30K·14薪,3-5年 大专,重庆·渝北区·冉家坝,带薪年假，五险一金，节日福利，员工旅游,赛博联安科技,信息安全天使轮20-99人,['JavaPythonGolang计算机相关专业渗透测试经验']
高级产品经理,18-30K·13薪,5-10年 本科,上海·浦东新区·金桥,员工旅游，定期体检，年终奖，带薪年假，零食下午茶，节日福利，五险一金,上海昭关,贸易/进出口未融资100-499人,['产品规划项目管理产品运营策略产品']
AI产品经理,15-25K·16薪,3-5年 本科,杭州·萧山区·奥体中心,生日福利，节日福利，住房补贴，团建聚餐，零食下午茶，带薪年假，股票期权，年终奖，五险一金,整数智能,计算机服务A轮20-99人,['市场调研产品运营用户研究']
酒店人资经理,5-7K,5-10年 大专,威海·环翠区·蒿泊,包吃，加班补助，定期体检，员工旅游，节日福利，包住，五险一金,华夏培训中心,酒店未融资100-499人,['薪酬福利人力资源规划劳动关系大中型企业从业']
智能化项目经理,10-12K·13薪,3-5年 大专,盐城·盐都区·西环路,,昌恩科技,通信/网络设备20-99人,['项目验收开发软件调试维护服务器配置硬件实施']
高级用户产品经理,18-30K·13薪,3-5年 本科,深圳·南山区·西丽,定期体检，健身房，带薪年假，包吃，五险一金，补充医疗保险，节日福利，年终奖，零食下午茶，按摩室,安云世纪,移动互联网未融资500-999人,['产品设计功能产品商业产品客户端产品']
客户销售经理（盐城）,5-10K,1-3年 本科,盐城·盐都区·世纪大道,交通补助，节日福利，保底工资，餐补，有无线网，带薪年假，年终奖，意外险，五险一金,金和网络,互联网未融资500-999人,['基于客户反馈的产品优化建议客户/渠道开发及运营市场调研']
业务副总经理,5-8K,5-10年 本科,赤峰,节日福利，带薪年假，企业年金，五险一金，有无线网，员工旅游,内蒙古天峰数字科技,计算机软件未融资20-99人,['服务业传媒互联网市场营销运营管理政府关系']
运营副总经理,30-50K,3-5年 硕士,长春·二道区·光华学院,全勤奖，员工旅游，五险一金，年终奖，带薪年假,济南互频电子,电子/半导体/集成电路A轮20-99人,['运营管理公司管理']
医学部经理/总监,30-60K,5-10年 硕士,苏州,通讯补贴，员工旅游，年终奖，加班补助，餐补，交通补助，零食下午茶，五险一金，带薪年假，定期体检，节日福利,联宁,制药未融资20-99人,['生物工程医药科研临床医学肿瘤学']
浙江亿象能源科技招聘焊工,7-10K,5-10年 学历不限,温州·瓯海区·茶山,,浙江亿象能源科技,工程施工0-20人,['5-8年经验']
产品注册经理,5-10K,经验不限 本科,济南·历城区·唐冶,,山东国研生物科技,医疗设备/器械20-99人,['ISO13485医学、生物及相关专业生物药免疫诊断试剂']
医院总经理,20-40K,5-10年 本科,上海·浦东新区·世博,五险一金，包吃，住房补贴,长三角集团,医疗健康不需要融资500-999人,['人力资源管理行政管理']
项目部总经理,20-25K,1-3年 本科,临夏回族自治州,,百益现代农业,农/林/牧/渔未融资100-499人,['有总裁/CEO/总经理从业经验']
售前经理（智慧业务）,10-15K,3-5年 本科,广州·海珠区·赤岗,带薪年假，节日福利，零食下午茶，年终奖，五险一金,润建股份,移动互联网已上市1000-9999人,['系统集成智慧城市信息化项目金融信息化项目']
