,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score
1469,生产技术经理,8-12K,3-5年，大专,中山,定期体检，员工旅游，带薪年假，五险一金，包吃，节日福利，年终奖,沃德医疗,机械专业，医学专业，辅助手术器械，结构,12,10.0,大专,3-5年,7,4,医疗设备/器械,未融资,500-999人,0.29023385136637203
1470,农业技术经理,5-10K,1-3年，大专,成都,五险一金，年终奖，带薪年假,四川艾格玛特,植保技术,12,7.5,大专,1-3年,3,1,农/林/牧/渔,不需要融资,0-20人,0.07145838386225964
1471,资深售前技术经理～深圳,15-30K,3-5年，本科,深圳,周末双休，五险一金，零食下午茶，餐补，带薪年假，年终奖，节日福利，股票期权，员工旅游，定期体检，加班补助，住房补贴,洲明科技,系统集成，能源信息化项目，智慧城市信息化项目,12,22.5,本科,3-5年,12,3,智能硬件,已上市,1000-9999人,0.6973057462461376
1472,技术支持部经理,7-10K,10年以上，本科,沈阳,年终奖，五险一金,辽宁瑞思,售后支持，售前支持，IT服务，计算机软件,12,8.5,本科,10年以上,2,4,企业服务,未融资,20-99人,0.07230973715746934
1473,售后技术经理,10-13K·13薪,1-3年，本科,兰州,员工旅游，定期体检，包吃，免费班车，餐补，交通补助，通讯补贴，住房补贴，节日福利，股票期权，年终奖，补充医疗保险，零食下午茶，五险一金，绩效奖金，带薪年假,视源股份(CVTE),网络/通信硬件技术支持经验，计算机/通信相关专业,13,11.5,本科,1-3年,16,2,电子/半导体/集成电路,已上市,未知,0.3809917149420954
1474,IT技术副经理,7-11K·13薪,1-3年，本科,厦门,带薪年假，节日福利，加班补助，股票期权，年终奖，五险一金,瑞达期货股份有限公司,Linux，Windows，Python，SQL,13,9.0,本科,1-3年,6,4,互联网金融,已上市,1000-9999人,0.5649119569183897
1475,工程技术项目经理,5-8K,1-3年，本科,合肥,通讯补贴，股票期权，工龄奖，补充医疗保险，节日福利，生日福利，五险一金，带薪年假，年终奖，定期体检，包吃，加班补助,安徽三联交通,实施交付经验,12,6.5,本科,1-3年,12,1,计算机软件,不需要融资,500-999人,0.2679882031868568
1476,产品经理（技术支持方向）,25-30K,5-10年，本科,深圳,五险一金，定期体检，补充医疗保险，带薪年假，年终奖，节日福利,威富通,B端产品，留学生优先，技术支持，linux,12,27.5,本科,5-10年,6,4,移动互联网,已上市,500-999人,0.6147487304954231
1477,机电类项目经理/技术专员,5-10K,经验不限，大专,宜昌,年终奖，餐补，绩效奖金，五险一金，节日福利,湖北碳智汇科技,机电相关专业,12,7.5,大专,经验不限,5,1,矿产/地质,未融资,20-99人,0.1875148255879223
1478,技术产品经理（英文流利）,20-26K·13薪,5-10年，本科,上海,带薪年假，加班补助，补充医疗保险，定期体检，节日福利，免费班车，五险一金，节日礼物，年终奖,IBM,数据产品，高级产品经理,13,23.0,本科,5-10年,9,2,互联网,已上市,10000人以上,0.7011267323454295
1479,研发经理,25-50K,5-10年，本科,北京,五险一金，零食下午茶,华云天下,Java，Python，算法，ai,12,37.5,本科,5-10年,2,4,企业服务,未融资,100-499人,0.3918466483376713
1480,项目研发经理,20-40K,5-10年，本科,北京,交通补助，通讯补贴，带薪年假，员工旅游，补充医疗保险，五险一金，定期体检，餐补，节日福利，年终奖,教师研修网,Java，分布式技术，多线程，Spring，SpringBoot,12,30.0,本科,5-10年,10,5,在线教育,未融资,500-999人,0.5037085250553978
1481,工程经理,14-17K·13薪,10年以上，大专,苏州,生日福利，高温补贴，员工旅游，有无线网，节日福利，宿舍有空调，包住，团建聚餐，免费工装，五险一金,彤帆智能,PCB制程工艺，工装冶具，SMT设备,13,15.5,大专,10年以上,10,3,电子/半导体/集成电路,未知,500-999人,0.30709331133130136
1482,高级研发经理,18-25K,5-10年，本科,广州,五险一金，节日福利，定期体检，带薪年假，零食下午茶，免费入职体检，研发电脑补贴,三盟科技,Java，负载均衡技术，Spring，全栈开发，数据结构,12,21.5,本科,5-10年,7,5,互联网,B轮,500-999人,0.4720579458119363
1483,研发经理,18-24K,经验不限，本科,南京,通讯补贴，带薪年假，定期体检，节日福利，股票期权，包吃，免费班车，餐补，五险一金，补充医疗保险，年终奖,南瑞信通,Java，分布式技术，Spring，架构师，数据结构，微服务架构,12,21.0,本科,经验不限,11,6,计算机软件,不需要融资,1000-9999人,0.5798734948959512
1484,研发经理,15-25K·13薪,5-10年，硕士,苏州,餐补，定期体检，员工旅游，补充医疗保险，年终奖，住房补贴，股票期权，包吃，全勤奖，带薪年假，加班补助，节日福利,苏州铂韬,EMI，吸波材料，电子浆料，导电材料，导热材料,13,20.0,硕士,5-10年,12,5,电子/半导体/集成电路,A轮,20-99人,0.3544629985154057
1485,软件研发经理,11-20K,3-5年，本科,北京,餐补，带薪年假，五险一金，零食下午茶，通讯补贴,庆瑞霖,Java，分布式技术，多线程，SQL,12,15.5,本科,3-5年,5,4,通信/网络设备,未知,20-99人,0.28717080533013034
1486,工程部经理,8-12K,1-3年，大专,河源,包吃，节日福利,信大石英电器有限公司,Java,12,10.0,大专,1-3年,2,1,原材料及加工/模具,未知,100-499人,0.14666242614346706
1487,硬件部副经理,25-40K,10年以上，本科,深圳,股票期权，五险一金，节日福利，带薪年假，餐补，定期体检，年终奖,信雅达科技股份,POS，嵌入式硬件开发，硬件开发出身,12,32.5,本科,10年以上,7,3,计算机软件,已上市,1000-9999人,0.6505220260061845
1488,智能采制化经理,10-15K,5-10年，本科,北京,五险一金，团建聚餐，带薪年假,联合力控股集团,智能采制化,12,12.5,本科,5-10年,3,1,环保,未融资,20-99人,0.15954617354875783
1489,开发经理,10-15K·13薪,5-10年，本科,常州,定期体检，年终奖，零食下午茶，加班补助，员工旅游，节日福利，带薪年假，五险一金,富深协通,Java，分布式技术，微服务架构，后端开发，前端开发,13,12.5,本科,5-10年,8,5,互联网,不需要融资,100-499人,0.2574697646830378
1490,研发工艺经理,20-40K,5-10年，大专,佛山,员工旅游，年终奖，全勤奖，通讯补贴，包吃，五险一金，交通补助，节日福利，加班补助,派雅门窗,门窗，定制家居，产品研发,12,30.0,大专,5-10年,9,3,工程施工,未融资,1000-9999人,0.41352461251150086
1491,IT服务台高级经理(J11583),25-30K,10年以上，本科,深圳,节日福利，包午餐，带薪年假，五险一金，生日福利，零食下午茶，员工旅游，定期体检,大昌行集团,IT Service Desk，ITIL，ServiceNow,12,27.5,本科,10年以上,8,3,4S店/后市场,未融资,1000-9999人,0.4205285076903073
1492,电机及高压电子高级经理,35-40K,10年以上，本科,南京,带薪年假，五险一金，加班补助，包吃,盛腾汽车,新能源汽车，电机,12,37.5,本科,10年以上,4,2,汽车生产,未知,500-999人,0.310793077354101
1493,技术总监,13-15K,3-5年，学历不限,东莞,,奢美,美容，美容美甲美睫，美容院,12,14.0,学历不限,3-5年,0,3,美容/美发,未知,100-499人,0.25540184344327194
1494,技术总监,30-40K,10年以上，本科,北京,年终奖，员工旅游，零食下午茶，股票期权，加班补助，带薪年假，补充医疗保险，住房补贴，包吃，全勤奖，通讯补贴，定期体检，节日福利，五险一金，交通补助，餐补,和灿科技,分布式技术，微服务架构，容器技术，搜索引擎技术，Spring,12,35.0,本科,10年以上,16,5,计算机软件,已上市,100-499人,0.7310175602565927
1495,研发技术总监,30-60K,10年以上，本科,漳州,生日福利，五险一金，意外险，有无线网，免费工装，带薪年假，节日福利，宿舍有空调，绩效奖金，员工旅游，年终奖，零食下午茶，加班补助，团建聚餐,捷牛智能装备,打磨设备，自动化设备，抛光设备,12,45.0,本科,10年以上,14,3,机械设备/机电/重工,不需要融资,未知,0.25210953281293985
1496,技术工程师,10-15K,3-5年，大专,中山,,常朗照明,项目管理,12,12.5,大专,3-5年,0,1,批发/零售,未知,20-99人,0.06939325070892643
1497,IT技术支持,8-12K,1-3年，大专,上海,年终奖，五险一金，通讯补贴，绩效奖金,上海锐起,Windows，网络，IT支持,12,10.0,大专,1-3年,4,3,计算机软件,不需要融资,20-99人,0.2603094183780295
1498,售前技术支持,10-15K,1-3年，本科,合肥,补充医疗保险，年终奖，节日福利，带薪年假，交通补助，通讯补贴，餐补，五险一金，定期体检,普天设计,云服务，售前技术支持经验，需求分析，技术方案宣讲,12,12.5,本科,1-3年,9,4,通信/网络设备,不需要融资,100-499人,0.28985787914459527
1499,技术支持,7-8K,1-3年，本科,上海,定期体检，节日福利，带薪年假，生日福利，团建聚餐，有无线网，五险一金,物不贰,招投标经验，售前技术支持经验,12,7.5,本科,1-3年,7,2,计算机服务,未知,0-20人,0.18611254147895398
1500,给排水技术助理,4-9K,在校/应届，本科,苏州,绩效奖金，年终奖，五险一金,上海华谐,前期项目调研，住宅小区，市政工程，AutoCAD,12,6.5,本科,在校/应届,3,4,环保,不需要融资,0-20人,0.15981476743288053
1501,技术支持工程师,130-250元/天,5天/周，本科,宁波,节日福利，带薪年假，保底工资，通讯补贴，生日福利，加班补助，餐补，绩效奖金，交通补助，股票期权，五险一金，定期体检，年终奖，补充医疗保险，团建聚餐，零食下午茶,上海图源素,售前/售后技术支持，IT技术支持经验，计算机/通信相关专业,12,5.0,本科,经验不限,16,3,计算机软件,未融资,20-99人,0.31809016572829873
1502,弱电IT技术工程师,6-10K,1-3年，大专,北京,五险一金，全勤奖，员工旅游，年终奖，交通补助，通讯补贴,博联信达,机房运维，系统运维，综合布线，工程施工，系统集成,12,8.0,大专,1-3年,6,5,计算机服务,不需要融资,0-20人,0.27899793706277315
1503,技术合伙人（可远程）,5-10K,经验不限，本科,福州,,咸鱼天空,技术管理，微信小程序，前端,12,7.5,本科,经验不限,0,3,互联网,未融资,0-20人,0.12395106883637359
1504,售前售后电脑硬件技术,4-5K,1年以内，中专/中技,长沙,五险一金，加班补助，全勤奖，年终奖，带薪年假，节日福利,恒昌高鸿信息,网络运维，机房运维，桌面运维，Windows，Linux,12,4.5,中专/中技,1年以内,6,5,计算机硬件,未融资,20-99人,0.28559208222930454
1505,售前技术支持,12-20K,5-10年，本科,北京,带薪年假，通讯补贴，五险一金，年终奖，交通补助，定期体检，餐补，节日福利,中通软,系统集成，其他类型SaaS/PaaS，智慧城市信息化项目,12,16.0,本科,5-10年,8,3,计算机服务,不需要融资,1000-9999人,0.415508422364993
1506,售前技术支持,8-13K·13薪,1年以内，本科,深圳,生日福利，团建聚餐，意外险，免费健身房，节日福利，生日礼品，补充医疗保险，五险一金，免费工装，带薪年假，年终奖，员工旅游，羽毛球活动，零食下午茶,海为科技,技术沟通，产品咨询,13,10.5,本科,1年以内,14,2,仪器仪表/工业自动化,不需要融资,未知,0.24007077298339302
1507,IT技术支持,10-15K,3-5年，本科,杭州,,杭州亦联,化工，自动化，运维管理，软件实施,12,12.5,本科,3-5年,0,4,互联网,未知,0-20人,0.12149469066921226
1508,fae现场技术支持工程师,11-15K,3-5年，大专,深圳,生日福利，团建聚餐，年终奖，节日福利，零食下午茶，加班补助，带薪年假，有无线网，绩效奖金，五险一金,博瀚智能,软件实施经验，可适应出差,12,13.0,大专,3-5年,10,2,互联网,A轮,100-499人,0.3887940144472223
1509,技术支持/技术维护,5-8K,1-3年，大专,福州,,福州环广,系统运维,12,6.5,大专,1-3年,0,1,计算机服务,未知,0-20人,0.02178275181170104
1510,售前技术支持储备,3-6K·13薪,经验不限，大专,泉州,宿舍有空调，年终奖，有无线网，餐补，节日福利，通讯补贴，意外险，工龄奖，定期体检，住房补贴，五险一金，节假日加班费，生日福利，带薪年假，保底工资，补充医疗保险，全勤奖，包住，免费工装，加班补助,时刻智能,售前工程师，计算机软件，PPT，方案编写，沟通,13,4.5,大专,经验不限,20,5,电子/半导体/集成电路,未融资,100-499人,0.47473774099367894
1511,高级技术合伙人,30-60K,5-10年，本科,深圳,团建聚餐，零食下午茶，免费工装，保底工资，员工旅游，五险一金，节假日加班费，带薪年假，股票期权，补充医疗保险，绩效奖金，年终奖，意外险，企业年金,马喜科技,后端工程师，架构师，MySQL，Java，Spring，Java开发经验,12,45.0,本科,5-10年,14,6,O2O,未融资,20-99人,0.5170792499998148
1512,售前技术支持,5-7K,3-5年，本科,南宁,零食下午茶，合伙人分红，年终奖，加班补助，节日福利，全勤奖，补充医疗保险，五险,南宁易嘉用,计算机软件，IT服务，SaaS，管理系统,12,6.0,本科,3-5年,8,4,计算机软件,未融资,0-20人,0.11882937873292082
1513,售前技术支持,3-7K,经验不限，大专,锦州,五险一金，年终奖，带薪年假，员工旅游,徒河互联网,大学/大专生，全职工作，留学生，培训机构，有销售经验,12,5.0,大专,经验不限,4,5,互联网,不需要融资,20-99人,0.2561959792832841
1514,售前技术支持,8-13K,1-3年，本科,哈尔滨,五险一金，定期体检，带薪年假，节日福利,绛门科技,系统集成，智慧城市信息化项目，云服务，售前技术支持经验,12,10.5,本科,1-3年,4,4,计算机软件,已上市,500-999人,0.4823560267942509
